,text_1,english,polarity,score
1691,pilar desa bonto majannang mahasiswa kkn uin makassar laksana jumat bersih bersih sampah sera pinggir jalan desa bonto majannang kec sinoa kab bantaeng kompetisibhabinkamtibmas bhabinkamtibmas httpstcobmwnznyhz,"pillars of bonto majannang village, students of KKN UIN Makassar like Friday, clean up trash and roadside, bonto majannang village, Sinoa sub-district, Bantaeng district, competitionbhabinkamtibmas bhabinkamtibmas httpstcobmwnznyhz",0.366666667,positif
1692,talakakodimpkp serda benydiktus joko sayekti babinsa keltalaka kodim pangkep camat marang seklur kel talaka tinjau lokasi tumpu sampah bersih jalan poros makassar pare lingkung laikang kel talaka kec marang kab pangkep httpstcozebshiaq,talakakodimpkp serda benydiktus joko sayekti babinsa keltalaka kodim pangkep marang subdistrict seklur kel talaka inspect location of clean rubbish dump on main road makassar pare lingkung laikang kel talaka kec marang pangkep district httpstcozebshiaq,0.266666667,positif
1693,untung buntung proyek listrik sampah kota makassar proyek olah sampah energi listrik psel kota makassar sendat akibat kisruh warga versus perintah makassar walikotamakassar dprdmakassar kotamakassar httpstcovrktslfv,"fortunately, the Makassar City Waste Electricity Project, the Makassar City Psel electricity waste processing project, was disrupted due to the chaos between residents versus the orders of the Makassar Mayor, Makassar DPRD, Makassar City of Makassar httpstcovrktslfv",-0.03125,negatif
1694,ribut rapat dengar dapat rdp ruang badan anggar dprd makassar bahas lokasi proyek olah sampah energi listrik psel makassar pantau picu warga tolak lokasi psel tamalanrea httpstcofgsetava,Noisy hearing meeting gets RDP Makassar DPRD fencing body room discusses location of Psel Makassar electricity energy waste processing project monitor triggers residents reject Psel Tamalanrea location httpstcofgsetava,-0.2,negatif
1695,tamalanrea lokasi psel tim ahli walikota makassar solusi tangan sampah makassar httpstcoppgoyy,tamalanrea psel location Makassar mayor expert team Makassar waste hand solution httpstcoppgoyy,-0.2,negatif
1696,konflik sampah makassar urai protes tpa tamangapa proyek psel konflik sampah kota makassar panas makassar konfliksampah protestpatamangapa proyekpsel httpstcoojtuase,Makassar waste conflict explains protest at Tamangapa TPA Tamangapa project,-0.2,negatif
1697,ribut proyek psel makassar warga manggala seru tutup tpa tamangapa proyek kelola sampah energi listrik psel kota makassar panas rebut news proyekpselkotamakassar proyekpselmakassar wargamanggala httpstcopwabqkeja,"commotion over Psel Makassar project, Manggala residents are excited about closing TPA Tamangapa, Makassar City Psel electricity energy waste management project is hotly contested news Pselmakassar project Pselmakassar Wargamanggala project httpstcopwabqkeja",0.141666667,positif
1698,rabu salmiah luhkan kota makasaar pantai marbo kel tallo giat bersi pantai rangka bcl nelayanluhkanbpspl makassar kumpul sampah ton luhlapor giatluhkansatmingkalmaros brpbapmaros puslatluhkp httpstcobduifqfzdr,Wednesday Salmiah Luhkan Makasaar City Marbo Beach Kel Tallo Actively Cleaning BCL Fishing BeachesLuhBPSPL Makassar Collecting Garbage Ton Luhreport ActivelySatmingkalmaros Brpbapmaros Puslatluhkp httpstcobduifqfzdr,-0.133333333,negatif
1699,salah pantai makassar sampah temu mudahmudahan gera aja masyarakat peduli sampah arya sinulingga bumnyouthenvironmentalmovement bumncleanup bumnuntukindonesia,"Salah Beach Makassar Garbage, Gather, Easy, Just Move The Community Cares About Waste, Arya Sinulingga BumnYouthEnvironmentalMovement Bumncleanup BumnForIndonesia",0.116666667,positif
1700,staf khusus iii menteri bumn arya sinulingga gera bersihbersih sampah tuju dorong sadar peduli masyarakat milenial bumn sampah makassar,special staff iii minister of state-owned enterprises arya sinulingga movement to clean up rubbish to encourage awareness to care for millennial communities Makassar state-owned trash company,0.361904762,positif
1701,hai electrizen milenial pt pln persero milenial bumn partisipasi bumn enviromental movement gera bersihbersih sampah pantai tanjung bayang makassar sulawesi selatan httpstcoxtdzjdns,"Hi Millennial Electrizen PT PLN Persero Millenial BUMN Participation BUMN Environmental Movement Movement to clean up rubbish at Tanjung Bay Beach, Makassar, South Sulawesi httpstcoxtdzjdns",0.366666667,positif
1702,giat tutup sampai arah bpspl makassar nelayan partisipasi aktif kumpul sampah laut pesisir kampung nelayan bentuk dukung riah program gera cinta laut,Actively close all the way to BPSPL Makassar fishermen active participation in collecting marine waste from coastal fishing villages as a form of enthusiastic support for the marine love movement program,0.126666667,positif
1703,sampah plastik hasil kumpul tiga lokasi dasar hasil data kini kg kota bitung kg kota palu kg kota makassar,"plastic waste collected from three basic locations, current data results, kg, Bitung City, kg, Palu City, kg Makassar City",-0.066666667,negatif
1704,hola sobatmantap tanggal agustus ditjen kelola laut ruang laut bpspl makassar ada giat bimbing teknis gera nasional cinta laut bcl kait kelola sampah plastik laksana lokasi httpstcoqxuplnzo,hola buddymantap date of August the directorate general of marine management marine space BPSPL Makassar is actively providing technical guidance to the National Movement for Ocean Love BCL regarding managing plastic waste like location httpstcoqxuplnzo,0.043333333,positif
1705,bangga makassar kualitas udara oke bau sampah,"proud of Makassar, the air quality is okay, the smell of rubbish",0.65,positif
1706,rebut proyek psel drama lobi kotor kota makassar panggung tarung rebut proyek kelola sampah energi listrik psel kota makassar hadir drama news perebutanproyekpsel pselmakassar lobikotor kotamakassar httpstcooupokwisqq,Seize the Psel Project Makassar City Dirty Lobby Drama Fighting Stage Seize the Makassar City Psel Electric Energy Waste Management Project Present Drama News Seize the Pselmakassar Psel Project Seize the Kotor City Makassar httpstcooupokwisqq,-0.266666667,negatif
1707,bersih sampah serentak polri polres labuh makassar tni warga bersih tumpu sampah kanal lantamal jalan barukang patingalloang kec ujung tanah kota makassar polisibaikhati polisimembantumasyarakat polisipedulilingkungan httpstcoplpbargz,"clean rubbish simultaneously with the police, the police, the police, the port city of Makassar, the TNI, the residents, the clean up the trash pile, the Lantamal canal, Jalan Barukang Patingalloang, Kec, the tip of Tanah Makassar City, the police, the kind heart of the police, the help of the community, the police care about the environment httpstcoplpbargz",0.444444444,positif
1708,senin andi parida luhkan makassar damping timbang sampah lokasi program cinta laut luhlapor giatluhkansatminkalmaros brpbapmaros puslatluhkp dppkotamakassar httpstcotwppfs,monday Andi Parida Luh Makassar accompanied by trash weighing location for the love of the sea program luhreport activelysatluhkansatminkalmaros brpbapmaros puslatluhkp dppkotamakassar httpstcotwppfs,0.5,positif
1709,total sampah indonesia capai juta ton tengah asal jenis sampah sisa makan sisa makan buang sampah salah picu panas global sumber httpstcozaqxfltmzy smkknmakassar httpstcofamxiehpz,"Indonesia's total waste has reached millions of tons, with the origin of the type of waste, food waste, leftovers, waste, wrong trigger for global heat source httpstcozaqxfltmzy smkknmakassar httpstcofamxiehpz",-0.185714286,negatif
1710,sbmptnfess jujur iya ane rantau makassar provinsi sulsel rendah rada nyebelin orang nya gak patuh lintas buang sampah sembarang sombong jago lingkung,"sbmptnfess to be honest, yes, I'm from Makassar, South Sulawesi province, it's a bit annoying, people don't comply with the traffic, throw rubbish at random, are arrogant, good at being environmentally friendly",0.075,positif
1711,paltiwest ya klo makassar mayoritas umat sampah ya kampung,"Paltiwest Yes, in Makassar, the majority of people are trash, it's a village",0,netral
1712,kontroversi lokasi psel makassar nunung dasniar perintah kaji ulang rencana perintah kota pemkot makassar ubah sampah energi listrik psel kawasan tamalanrea makassar walikotamakassar dannypomanto nunungdasniar httpstcogfpadwlzc,Psel Makassar Location Controversy Nunung Dasniar Orders to Review Plans City Orders Makassar City Government Change Electric Energy Waste Psel Tamalanrea Makassar Mayor Makassar Mayor Dannypomanto Nunungdasniar httpstcogfpadwlzc,-0.2,negatif
1713,hasbi fraksirakyatid dukung suku bugis makassar hidup situ kotor akrab sampah,"Hasbi fractionrakyatid supports the Makassar Bugis tribe, living in a dirty place full of rubbish",-0.125,negatif
1714,pandawa ganjar laku bakti sosial serah sampah warga makassar httpstcodxrirxknf,Pandawa rewards social service for handing over Makassar residents' trash httpstcodxrirxknf,0.033333333,positif
1715,pandawa ganjar laku bakti sosial serah sampah warga makassar httpstcopiqmlgtxg httpstcobjoifyw,Pandawa rewards social service by handing over Makassar residents' trash httpstcopiqmlgtxg httpstcobjoifyw,0.033333333,positif
1716,anggota dprd makassar sahruddin warga buang sampah sembarang anggota dprd kota makassar sahruddin lingkung selau makassar dprdmakassar anggotadprdmakassar sahruddinsaid httpstcobjbjmnipiu,"member of the Makassar DPRD, Sahruddin, residents throw rubbish at random. Makassar City DPRD Member, Sahruddin Lingkung Selau Makassar, Makassar DPRD, Member of the Makassar DPRD, Sahruddinsaid httpstcobjbjmnipiu",-0.5,negatif
1717,owner miracle whitening skin mira hayati aku rp ribu sampah bekas pesta rumah makassar sulawesi selatan sulsel angkut httpstcotqulxma,Owner Miracle Whitening Skin Mira Bio,0,netral
1718,owner miracle whitening skin mira hayati kota makassar sulawesi selatan sulsel aku rp ribu sampah rumah angkut httpstcowezypgnist,"Owner Miracle Whitening Skin Mira Bio Makassar City, South Sulawesi, South Sulawesi",0,netral
1719,peduli bersih lingkung personil jajar polrestabes makassar masyarakat bersih sampah kanal jalan andi tonro makassar httpstcorbzsgmpv,"caring for a clean environment, personnel from the Makassar Police Department, the community cleans canal trash, Jalan Andi Tonro, Makassar httpstcorbzsgmpv",0.366666667,positif
1720,keluh warga antang lokasi kelola sampah pindah tamalanrea makassar httpstcoeyoefzwwu,"residents complained about moving the waste management location to Tamalanrea, Makassar httpstcoeyoefzwwu",-0.25,negatif
1721,kemarin makassar bicara sih sampah kotor wilayah gak tahu kindisi rumah sdri ngaca wooeei httpstcouebyqmcrku,"Yesterday Makassar talked about dirty rubbish in the area, I don't know what kind of condition my sister's house is in, wooeei httpstcouebyqmcrku",0,netral
1722,tahu brantas abipraya bangun olah sampah padu tpst ikn bangun lahan luas hektare bangun tpst kawasan inti pusat perintah kipp ikn camat paku abiprayabanguntpstdiikn httpstcouhcuigeh,Tahu Brantas Abipraya builds solid waste processing tpst ikn builds hectares of land builds tpst core area command center kipp ikn sub-district head of abiprayabanguntpstdiikn httpstcouhcuigeh,-0.1,negatif
1723,aksi bersih sampah sungai malili banyak sampah sera sungai malili polres luwu timur siswa sman luwu timur komunitas cinta alam opab wujudkanlingkunganbersih polisibaik polisipedulilingkungan httpstcohdmexrtmw,"action to clean up Malili River rubbish, lots of rubbish from the Malili River, East Luwu Police, East Luwu High School students, Nature Love Community, Opab, make the environment clean, good police, care for the environment httpstcohdmexrtmw",0.365555556,positif
1724,bentuk peduli lingkung jajar polda sulsel bersih sampah serentak jajar polda sulsel laksana giat bersih sampah serentak wilayah giat laksana serentak polres wujudkanlingkunganbersih httpstconviptrynud,"a form of caring for the environment, the South Sulawesi Regional Police clean rubbish simultaneously, the South Sulawesi Regional Police are active in cleaning up rubbish at the same time, the region is active, like the Regional Police, creating a clean environment at the same time httpstconviptrynud",0.077777778,positif
1725,fascnate mohon orang makassar tertib klo sampah kaya fuck ya dmna sera sampah geuleuh banget nongkrong gegayaan starbucks cpi manner kya warkop buang tinggal tumph gak inisiatif bersihin pakai tisu ape heran,"fascnate asks the people of Makassar to be orderly if the rubbish is like fuck, where is all the rubbish really cool hanging out like a starbucks cpi manner like a coffee shop throw it away just tumph don't take the initiative to clean it using a tissue what a surprise",0.105555556,positif
1726,bentuk peduli lingkung jajar polda sulsel bersih sampah serentak jajar polda sulsel laksana giat bersih sampah serentak wilayah giat laksana serentak polres wujudkanlingkunganbersih httpstcownhnrjcr,"a form of caring for the environment, the South Sulawesi Regional Police clean rubbish simultaneously, the South Sulawesi Regional Police are active in cleaning up rubbish at the same time, the region is active, like the Regional Police, creating a clean environment at the same time httpstcownhnrjcr",0.077777778,positif
1727,jakmania bersih sampah seta tanding persija jakarta vs psm makassar stadion gelora karno jakarta malam senin ayo jaga rawat gbk kabiners credit by hazbi via jakartaterkini httpstcokauwszuo,"Jakmania cleans rubbish and matches Persija Jakarta vs PSM Makassar Gelora Karno Stadium Jakarta Monday night Come on, take care of GBK Kabiners credit by Hazbi via Jakarta Terkini httpstcokauwszuo",0,netral
